resource_id,species_id,title,description,habitat,medicinal_use,conservation_status,interesting_fact,image_filename
EDU0303,SP0303,Getting to know Praying Mantis,"An educational overview of Praying Mantis (Mantis religiosa), covering identification, habitat, and ecological role in the Kopargaon region.",Sugarcane Farm,None documented,Endangered,Praying Mantis is most active during the Mar-Jun period.,SP0303_Mantis_religiosa.jpg
EDU0304,SP0304,Getting to know Seven-spotted Ladybird,"An educational overview of Seven-spotted Ladybird (Coccinella septempunctata), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Not Evaluated,Seven-spotted Ladybird has been recorded by citizen scientists across multiple villages.,SP0304_Coccinella_septempunctata.jpg
EDU0305,SP0305,Getting to know Rhinoceros Beetle,"An educational overview of Rhinoceros Beetle (Oryctes rhinoceros), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Not Evaluated,Rhinoceros Beetle has been recorded by citizen scientists across multiple villages.,SP0305_Oryctes_rhinoceros.jpg
EDU0306,SP0306,Getting to know Dung Beetle,"An educational overview of Dung Beetle (Onthophagus taurus), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Endangered,Dung Beetle has been recorded by citizen scientists across multiple villages.,SP0306_Onthophagus_taurus.jpg
EDU0307,SP0307,Getting to know Common Indian Firefly,"An educational overview of Common Indian Firefly (Photuris noctiluca), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Common Indian Firefly is most active during the Sep-Dec period.,SP0307_Photuris_noctiluca.jpg
EDU0308,SP0308,Getting to know Indian Stick Insect,"An educational overview of Indian Stick Insect (Carausius morosus), covering identification, habitat, and ecological role in the Kopargaon region.",Sugarcane Farm,None documented,Not Evaluated,Indian Stick Insect is considered a good indicator of local habitat health.,SP0308_Carausius_morosus.jpg
EDU0309,SP0309,Getting to know Termite,"An educational overview of Termite (Odontotermes obesus), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Termite is most active during the Jun-Sep period.,SP0309_Odontotermes_obesus.jpg
EDU0310,SP0310,Getting to know Weaver Ant,"An educational overview of Weaver Ant (Oecophylla smaragdina), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Not Evaluated,Weaver Ant plays an important role in local ecosystem balance.,SP0310_Oecophylla_smaragdina.jpg
EDU0311,SP0311,Getting to know Black Garden Ant,"An educational overview of Black Garden Ant (Lasius niger), covering identification, habitat, and ecological role in the Kopargaon region.",Sugarcane Farm,None documented,Least Concern,Black Garden Ant plays an important role in local ecosystem balance.,SP0311_Lasius_niger.jpg
EDU0312,SP0312,Getting to know House Fly,"An educational overview of House Fly (Musca domestica), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,House Fly is considered a good indicator of local habitat health.,SP0312_Musca_domestica.jpg
EDU0313,SP0313,Getting to know Common House Mosquito,"An educational overview of Common House Mosquito (Culex quinquefasciatus), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Near Threatened,Common House Mosquito is considered a good indicator of local habitat health.,SP0313_Culex_quinquefasciatus.jpg
EDU0314,SP0314,Getting to know Giant Wood Spider,"An educational overview of Giant Wood Spider (Nephila pilipes), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Giant Wood Spider plays an important role in local ecosystem balance.,SP0314_Nephila_pilipes.jpg
EDU0315,SP0315,Getting to know Red Cotton Bug,"An educational overview of Red Cotton Bug (Dysdercus cingulatus), covering identification, habitat, and ecological role in the Kopargaon region.",Sugarcane Farm,None documented,Data Deficient,Red Cotton Bug is most active during the Sep-Dec period.,SP0315_Dysdercus_cingulatus.jpg
EDU0316,SP0316,Getting to know Painted Grasshopper,"An educational overview of Painted Grasshopper (Poekilocerus pictus), covering identification, habitat, and ecological role in the Kopargaon region.",Sugarcane Farm,None documented,Not Evaluated,Painted Grasshopper is most active during the Year-round period.,SP0316_Poekilocerus_pictus.jpg
EDU0317,SP0317,Getting to know Mango,"An educational overview of Mango (Mangifera indica), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Vulnerable,Mango is considered a good indicator of local habitat health.,SP0317_Mangifera_indica.jpg
EDU0318,SP0318,Getting to know Neem,"An educational overview of Neem (Azadirachta indica), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,Yes - traditional use documented,Least Concern,Neem is considered a good indicator of local habitat health.,SP0318_Azadirachta_indica.jpg
EDU0319,SP0319,Getting to know Banyan,"An educational overview of Banyan (Ficus benghalensis), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Data Deficient,Banyan plays an important role in local ecosystem balance.,SP0319_Ficus_benghalensis.jpg
EDU0320,SP0320,Getting to know Peepal,"An educational overview of Peepal (Ficus religiosa), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Near Threatened,Peepal typically flowers during Feb-Apr.,SP0320_Ficus_religiosa.jpg
EDU0321,SP0321,Getting to know Tamarind,"An educational overview of Tamarind (Tamarindus indica), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Tamarind is considered a good indicator of local habitat health.,SP0321_Tamarindus_indica.jpg
EDU0322,SP0322,Getting to know Teak,"An educational overview of Teak (Tectona grandis), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Teak has been recorded by citizen scientists across multiple villages.,SP0322_Tectona_grandis.jpg
EDU0323,SP0323,Getting to know Jamun,"An educational overview of Jamun (Syzygium cumini), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Jamun has been recorded by citizen scientists across multiple villages.,SP0323_Syzygium_cumini.jpg
EDU0324,SP0324,Getting to know Gulmohar,"An educational overview of Gulmohar (Delonix regia), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Gulmohar plays an important role in local ecosystem balance.,SP0324_Delonix_regia.jpg
EDU0325,SP0325,Getting to know Babul,"An educational overview of Babul (Vachellia nilotica), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,Yes - traditional use documented,Endangered,Babul has been recorded by citizen scientists across multiple villages.,SP0325_Vachellia_nilotica.jpg
EDU0326,SP0326,Getting to know Karanj,"An educational overview of Karanj (Pongamia pinnata), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Karanj has been recorded by citizen scientists across multiple villages.,SP0326_Pongamia_pinnata.jpg
EDU0327,SP0327,Getting to know Ashoka,"An educational overview of Ashoka (Saraca asoca), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Ashoka is considered a good indicator of local habitat health.,SP0327_Saraca_asoca.jpg
EDU0328,SP0328,Getting to know Amla,"An educational overview of Amla (Phyllanthus emblica), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Amla plays an important role in local ecosystem balance.,SP0328_Phyllanthus_emblica.jpg
EDU0329,SP0329,Getting to know Bel,"An educational overview of Bel (Aegle marmelos), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Endangered,Bel has been recorded by citizen scientists across multiple villages.,SP0329_Aegle_marmelos.jpg
EDU0330,SP0330,Getting to know Custard Apple,"An educational overview of Custard Apple (Annona squamosa), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Custard Apple typically flowers during Year-round.,SP0330_Annona_squamosa.jpg
EDU0331,SP0331,Getting to know Jackfruit,"An educational overview of Jackfruit (Artocarpus heterophyllus), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Least Concern,Jackfruit typically flowers during Sep-Nov.,SP0331_Artocarpus_heterophyllus.jpg
EDU0332,SP0332,Getting to know Palas (Flame of the Forest),"An educational overview of Palas (Flame of the Forest) (Butea monosperma), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Palas (Flame of the Forest) has been recorded by citizen scientists across multiple villages.,SP0332_Butea_monosperma.jpg
EDU0333,SP0333,Getting to know Sheesham,"An educational overview of Sheesham (Dalbergia sissoo), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Not Evaluated,Sheesham has been recorded by citizen scientists across multiple villages.,SP0333_Dalbergia_sissoo.jpg
EDU0334,SP0334,Getting to know Khair,"An educational overview of Khair (Senegalia catechu), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Near Threatened,Khair plays an important role in local ecosystem balance.,SP0334_Senegalia_catechu.jpg
EDU0335,SP0335,Getting to know Arjun,"An educational overview of Arjun (Terminalia arjuna), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Least Concern,Arjun typically flowers during Jun-Aug.,SP0335_Terminalia_arjuna.jpg
EDU0336,SP0336,Getting to know Bahava (Golden Shower Tree),"An educational overview of Bahava (Golden Shower Tree) (Cassia fistula), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Bahava (Golden Shower Tree) is considered a good indicator of local habitat health.,SP0336_Cassia_fistula.jpg
EDU0337,SP0337,Getting to know Kadamba,"An educational overview of Kadamba (Neolamarckia cadamba), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Data Deficient,Kadamba typically flowers during Mar-May.,SP0337_Neolamarckia_cadamba.jpg
EDU0338,SP0338,Getting to know Rain Tree,"An educational overview of Rain Tree (Samanea saman), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Rain Tree typically flowers during Year-round.,SP0338_Samanea_saman.jpg
EDU0339,SP0339,Getting to know Silk Cotton Tree (Semal),"An educational overview of Silk Cotton Tree (Semal) (Bombax ceiba), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Data Deficient,Silk Cotton Tree (Semal) plays an important role in local ecosystem balance.,SP0339_Bombax_ceiba.jpg
EDU0340,SP0340,Getting to know Mahua,"An educational overview of Mahua (Madhuca longifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Least Concern,Mahua has been recorded by citizen scientists across multiple villages.,SP0340_Madhuca_longifolia.jpg
EDU0341,SP0341,Getting to know Bamboo,"An educational overview of Bamboo (Bambusa bambos), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Vulnerable,Bamboo has been recorded by citizen scientists across multiple villages.,SP0341_Bambusa_bambos.jpg
EDU0342,SP0342,Getting to know Coconut Palm,"An educational overview of Coconut Palm (Cocos nucifera), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Not Evaluated,Coconut Palm plays an important role in local ecosystem balance.,SP0342_Cocos_nucifera.jpg
EDU0343,SP0343,Getting to know Date Palm,"An educational overview of Date Palm (Phoenix sylvestris), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Date Palm is considered a good indicator of local habitat health.,SP0343_Phoenix_sylvestris.jpg
EDU0344,SP0344,Getting to know Areca Palm,"An educational overview of Areca Palm (Areca catechu), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Endangered,Areca Palm typically flowers during Feb-Apr.,SP0344_Areca_catechu.jpg
EDU0345,SP0345,Getting to know Casuarina,"An educational overview of Casuarina (Casuarina equisetifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Vulnerable,Casuarina plays an important role in local ecosystem balance.,SP0345_Casuarina_equisetifolia.jpg
EDU0346,SP0346,Getting to know Subabul,"An educational overview of Subabul (Leucaena leucocephala), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Least Concern,Subabul plays an important role in local ecosystem balance.,SP0346_Leucaena_leucocephala.jpg
EDU0347,SP0347,Getting to know Ber (Indian Jujube),"An educational overview of Ber (Indian Jujube) (Ziziphus mauritiana), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Not Evaluated,Ber (Indian Jujube) typically flowers during Sep-Nov.,SP0347_Ziziphus_mauritiana.jpg
EDU0348,SP0348,Getting to know Anjeer (Fig),"An educational overview of Anjeer (Fig) (Ficus carica), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Least Concern,Anjeer (Fig) is considered a good indicator of local habitat health.,SP0348_Ficus_carica.jpg
EDU0349,SP0349,Getting to know Chikoo (Sapodilla),"An educational overview of Chikoo (Sapodilla) (Manilkara zapota), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Chikoo (Sapodilla) typically flowers during Sep-Nov.,SP0349_Manilkara_zapota.jpg
EDU0350,SP0350,Getting to know Guava,"An educational overview of Guava (Psidium guajava), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Guava has been recorded by citizen scientists across multiple villages.,SP0350_Psidium_guajava.jpg
EDU0351,SP0351,Getting to know Pomegranate,"An educational overview of Pomegranate (Punica granatum), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Pomegranate has been recorded by citizen scientists across multiple villages.,SP0351_Punica_granatum.jpg
EDU0352,SP0352,Getting to know Champak,"An educational overview of Champak (Magnolia champaca), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Data Deficient,Champak typically flowers during Nov-Jan.,SP0352_Magnolia_champaca.jpg
EDU0353,SP0353,Getting to know Frangipani,"An educational overview of Frangipani (Plumeria alba), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Vulnerable,Frangipani plays an important role in local ecosystem balance.,SP0353_Plumeria_alba.jpg
EDU0354,SP0354,Getting to know Rubber Fig,"An educational overview of Rubber Fig (Ficus elastica), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Vulnerable,Rubber Fig is considered a good indicator of local habitat health.,SP0354_Ficus_elastica.jpg
EDU0355,SP0355,Getting to know Indian Coral Tree,"An educational overview of Indian Coral Tree (Erythrina variegata), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Endangered,Indian Coral Tree typically flowers during Mar-May.,SP0355_Erythrina_variegata.jpg
EDU0356,SP0356,Getting to know Copper Pod,"An educational overview of Copper Pod (Peltophorum pterocarpum), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Vulnerable,Copper Pod plays an important role in local ecosystem balance.,SP0356_Peltophorum_pterocarpum.jpg
EDU0357,SP0357,Getting to know Toddy Palm,"An educational overview of Toddy Palm (Borassus flabellifer), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Not Evaluated,Toddy Palm plays an important role in local ecosystem balance.,SP0357_Borassus_flabellifer.jpg
EDU0358,SP0358,Getting to know Wood Apple,"An educational overview of Wood Apple (Limonia acidissima), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Wood Apple is considered a good indicator of local habitat health.,SP0358_Limonia_acidissima.jpg
EDU0359,SP0359,Getting to know Drumstick Tree,"An educational overview of Drumstick Tree (Moringa oleifera), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Drumstick Tree has been recorded by citizen scientists across multiple villages.,SP0359_Moringa_oleifera.jpg
EDU0360,SP0360,Getting to know Curry Leaf Tree,"An educational overview of Curry Leaf Tree (Murraya koenigii), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Data Deficient,Curry Leaf Tree has been recorded by citizen scientists across multiple villages.,SP0360_Murraya_koenigii.jpg
EDU0361,SP0361,Getting to know Indian Elm,"An educational overview of Indian Elm (Holoptelea integrifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Data Deficient,Indian Elm has been recorded by citizen scientists across multiple villages.,SP0361_Holoptelea_integrifolia.jpg
EDU0362,SP0362,Getting to know Cluster Fig,"An educational overview of Cluster Fig (Ficus racemosa), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Vulnerable,Cluster Fig plays an important role in local ecosystem balance.,SP0362_Ficus_racemosa.jpg
EDU0363,SP0363,Getting to know Indian Almond,"An educational overview of Indian Almond (Terminalia catappa), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Near Threatened,Indian Almond is considered a good indicator of local habitat health.,SP0363_Terminalia_catappa.jpg
EDU0364,SP0364,Getting to know Ain,"An educational overview of Ain (Terminalia elliptica), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Ain typically flowers during Mar-May.,SP0364_Terminalia_elliptica.jpg
EDU0365,SP0365,Getting to know Behada,"An educational overview of Behada (Terminalia bellirica), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Behada is considered a good indicator of local habitat health.,SP0365_Terminalia_bellirica.jpg
EDU0366,SP0366,Getting to know Hirda,"An educational overview of Hirda (Terminalia chebula), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Hirda typically flowers during Feb-Apr.,SP0366_Terminalia_chebula.jpg
EDU0367,SP0367,Getting to know Sal,"An educational overview of Sal (Shorea robusta), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Data Deficient,Sal plays an important role in local ecosystem balance.,SP0367_Shorea_robusta.jpg
EDU0368,SP0368,Getting to know Indian Rosewood,"An educational overview of Indian Rosewood (Dalbergia latifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Vulnerable,Indian Rosewood has been recorded by citizen scientists across multiple villages.,SP0368_Dalbergia_latifolia.jpg
EDU0369,SP0369,Getting to know Flame Amherstia,"An educational overview of Flame Amherstia (Amherstia nobilis), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Near Threatened,Flame Amherstia typically flowers during Sep-Nov.,SP0369_Amherstia_nobilis.jpg
EDU0370,SP0370,Getting to know Bottle Palm,"An educational overview of Bottle Palm (Hyophorbe lagenicaulis), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Vulnerable,Bottle Palm is considered a good indicator of local habitat health.,SP0370_Hyophorbe_lagenicaulis.jpg
EDU0371,SP0371,Getting to know Indian Willow,"An educational overview of Indian Willow (Salix tetrasperma), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Indian Willow has been recorded by citizen scientists across multiple villages.,SP0371_Salix_tetrasperma.jpg
EDU0372,SP0372,Getting to know Rain of Gold Tree,"An educational overview of Rain of Gold Tree (Galphimia glauca), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Rain of Gold Tree typically flowers during Feb-Apr.,SP0372_Galphimia_glauca.jpg
EDU0373,SP0373,Getting to know Tulsi (Holy Basil),"An educational overview of Tulsi (Holy Basil) (Ocimum tenuiflorum), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Not Evaluated,Tulsi (Holy Basil) typically flowers during Year-round.,SP0373_Ocimum_tenuiflorum.jpg
EDU0374,SP0374,Getting to know Aloe Vera,"An educational overview of Aloe Vera (Aloe vera), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Vulnerable,Aloe Vera has been recorded by citizen scientists across multiple villages.,SP0374_Aloe_vera.jpg
EDU0375,SP0375,Getting to know Ashwagandha,"An educational overview of Ashwagandha (Withania somnifera), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Data Deficient,Ashwagandha typically flowers during Nov-Jan.,SP0375_Withania_somnifera.jpg
EDU0376,SP0376,Getting to know Brahmi,"An educational overview of Brahmi (Bacopa monnieri), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Data Deficient,Brahmi is considered a good indicator of local habitat health.,SP0376_Bacopa_monnieri.jpg
EDU0377,SP0377,Getting to know Giloy,"An educational overview of Giloy (Tinospora cordifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Vulnerable,Giloy has been recorded by citizen scientists across multiple villages.,SP0377_Tinospora_cordifolia.jpg
EDU0378,SP0378,Getting to know Shatavari,"An educational overview of Shatavari (Asparagus racemosus), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Shatavari is considered a good indicator of local habitat health.,SP0378_Asparagus_racemosus.jpg
EDU0379,SP0379,Getting to know Turmeric,"An educational overview of Turmeric (Curcuma longa), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Least Concern,Turmeric typically flowers during Sep-Nov.,SP0379_Curcuma_longa.jpg
EDU0380,SP0380,Getting to know Ginger,"An educational overview of Ginger (Zingiber officinale), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Least Concern,Ginger is considered a good indicator of local habitat health.,SP0380_Zingiber_officinale.jpg
EDU0381,SP0381,Getting to know Nirgudi,"An educational overview of Nirgudi (Vitex negundo), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Nirgudi plays an important role in local ecosystem balance.,SP0381_Vitex_negundo.jpg
EDU0382,SP0382,Getting to know Adulsa (Vasaka),"An educational overview of Adulsa (Vasaka) (Justicia adhatoda), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Adulsa (Vasaka) plays an important role in local ecosystem balance.,SP0382_Justicia_adhatoda.jpg
EDU0383,SP0383,Getting to know Punarnava,"An educational overview of Punarnava (Boerhavia diffusa), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Not Evaluated,Punarnava has been recorded by citizen scientists across multiple villages.,SP0383_Boerhavia_diffusa.jpg
EDU0384,SP0384,Getting to know Sarpagandha,"An educational overview of Sarpagandha (Rauvolfia serpentina), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Sarpagandha is considered a good indicator of local habitat health.,SP0384_Rauvolfia_serpentina.jpg
EDU0385,SP0385,Getting to know Gudmar,"An educational overview of Gudmar (Gymnema sylvestre), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Near Threatened,Gudmar typically flowers during Jun-Aug.,SP0385_Gymnema_sylvestre.jpg
EDU0386,SP0386,Getting to know Kalmegh,"An educational overview of Kalmegh (Andrographis paniculata), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Least Concern,Kalmegh has been recorded by citizen scientists across multiple villages.,SP0386_Andrographis_paniculata.jpg
EDU0387,SP0387,Getting to know Bhringraj,"An educational overview of Bhringraj (Eclipta prostrata), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Not Evaluated,Bhringraj has been recorded by citizen scientists across multiple villages.,SP0387_Eclipta_prostrata.jpg
EDU0388,SP0388,Getting to know Shankhpushpi,"An educational overview of Shankhpushpi (Convolvulus pluricaulis), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Not Evaluated,Shankhpushpi typically flowers during Nov-Jan.,SP0388_Convolvulus_pluricaulis.jpg
EDU0389,SP0389,Getting to know Vach,"An educational overview of Vach (Acorus calamus), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,None documented,Vulnerable,Vach plays an important role in local ecosystem balance.,SP0389_Acorus_calamus.jpg
EDU0390,SP0390,Getting to know Vidari,"An educational overview of Vidari (Pueraria tuberosa), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Data Deficient,Vidari typically flowers during Nov-Jan.,SP0390_Pueraria_tuberosa.jpg
EDU0391,SP0391,Getting to know Kutki,"An educational overview of Kutki (Picrorhiza kurroa), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Not Evaluated,Kutki typically flowers during Sep-Nov.,SP0391_Picrorhiza_kurroa.jpg
EDU0392,SP0392,Getting to know Chirayta,"An educational overview of Chirayta (Swertia chirata), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Near Threatened,Chirayta plays an important role in local ecosystem balance.,SP0392_Swertia_chirata.jpg
EDU0393,SP0393,Getting to know Safed Musli,"An educational overview of Safed Musli (Chlorophytum borivilianum), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Endangered,Safed Musli typically flowers during Jun-Aug.,SP0393_Chlorophytum_borivilianum.jpg
EDU0394,SP0394,Getting to know Haritaki,"An educational overview of Haritaki (Terminalia chebula), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Endangered,Haritaki is considered a good indicator of local habitat health.,SP0394_Terminalia_chebula.jpg
EDU0395,SP0395,Getting to know Bibhitaki,"An educational overview of Bibhitaki (Terminalia bellirica), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Bibhitaki has been recorded by citizen scientists across multiple villages.,SP0395_Terminalia_bellirica.jpg
EDU0396,SP0396,Getting to know Datura,"An educational overview of Datura (Datura stramonium), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Near Threatened,Datura has been recorded by citizen scientists across multiple villages.,SP0396_Datura_stramonium.jpg
EDU0397,SP0397,Getting to know Bhui Amla,"An educational overview of Bhui Amla (Phyllanthus niruri), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Data Deficient,Bhui Amla typically flowers during Jun-Aug.,SP0397_Phyllanthus_niruri.jpg
EDU0398,SP0398,Getting to know Rasna,"An educational overview of Rasna (Pluchea lanceolata), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Not Evaluated,Rasna is considered a good indicator of local habitat health.,SP0398_Pluchea_lanceolata.jpg
EDU0399,SP0399,Getting to know Guggul,"An educational overview of Guggul (Commiphora wightii), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Guggul has been recorded by citizen scientists across multiple villages.,SP0399_Commiphora_wightii.jpg
EDU0400,SP0400,Getting to know Shallaki,"An educational overview of Shallaki (Boswellia serrata), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Near Threatened,Shallaki typically flowers during Jun-Aug.,SP0400_Boswellia_serrata.jpg
EDU0401,SP0401,Getting to know Manjistha,"An educational overview of Manjistha (Rubia cordifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Manjistha has been recorded by citizen scientists across multiple villages.,SP0401_Rubia_cordifolia.jpg
EDU0402,SP0402,Getting to know Lodhra,"An educational overview of Lodhra (Symplocos racemosa), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Near Threatened,Lodhra is considered a good indicator of local habitat health.,SP0402_Symplocos_racemosa.jpg
EDU0403,SP0403,Getting to know Nagarmotha,"An educational overview of Nagarmotha (Cyperus rotundus), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Vulnerable,Nagarmotha typically flowers during Nov-Jan.,SP0403_Cyperus_rotundus.jpg
EDU0404,SP0404,Getting to know Ajwain,"An educational overview of Ajwain (Trachyspermum ammi), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Endangered,Ajwain plays an important role in local ecosystem balance.,SP0404_Trachyspermum_ammi.jpg
